Name,Contig Length,Average Depth,Percent Coverage,Max Depth
contig06146,1271,17.29,100,31
contig06147,1175,9.91,100,22
contig06148,1278,19.69,100,38
contig06149,1163,3.81,100,6
contig06150,1189,6.6,100,12
contig06151,1178,7.91,100,16
contig06152,1166,6.41,100,11
contig06153,1169,5.63,100,11
contig06154,1326,29.49,100,53
contig06155,1190,5.26,100,8
contig06156,1210,8.14,100,15
contig06157,1236,23.44,100,38
contig06158,1169,5.46,100,10
contig06159,1269,21.01,100,65
contig06160,1203,11.64,100,25
contig06161,1154,4.07,100,7
contig06162,1162,4.18,100,8
contig06163,1189,5.9,100,9
contig06164,1207,10.24,100,21
contig06165,1200,10.48,100,24
contig06166,1198,7.8,100,14
contig06167,1155,4.86,100,8
contig06168,1474,60.84,100,106
contig06169,1197,6.36,100,13
contig06170,1192,4.21,100,6
contig06171,1177,4.92,100,14
contig06172,1159,2.76,100,5
contig06173,1218,7.32,100,10
contig06174,1156,4.06,100,6
contig06175,1206,8.05,100,15
contig06176,1192,8.26,100,14
contig06177,1202,7.78,100,17
contig06178,1162,2.62,100,5
contig06179,1170,4.7,100,8
contig06180,1366,52.25,100,114
contig06181,1280,23.74,100,48
contig06182,1174,4.26,100,7
contig06183,1149,2.77,100,4
contig06184,1146,2.44,100,4
contig06185,1413,84.44,100,151
contig06186,1376,34.69,100,49
contig06187,1209,6.5,100,16
contig06188,1174,4.42,100,8
contig06189,1152,3.18,100,6
contig06190,1171,5.41,100,10
contig06191,1171,7.23,100,13
contig06192,1228,14.43,100,21
contig06193,1170,4.59,100,8
contig06194,1239,12.57,100,30
contig06195,1225,10.96,100,18
contig06196,1233,10.08,100,21
contig06197,1168,5.8,100,9
contig06198,1423,46.97,100,68
contig06199,1182,7.25,100,16
contig06200,1221,19.54,100,43
contig06201,1291,24.11,100,60
contig06202,1202,9.36,100,15
contig06203,1164,4.18,100,7
contig06204,1201,5.59,100,10
contig06205,1162,4.53,100,8
contig06206,1221,9.33,100,18
contig06207,1175,6.02,100,10
contig06208,1864,217.77,100,348
contig06209,1203,8.54,100,20
contig06210,1205,7.74,100,18
contig06211,1220,9.47,100,19
contig06212,1435,72.78,100,136
contig06213,1233,13.19,100,24
contig06214,1154,2.82,100,5
contig06215,1206,10.4,100,27
contig06216,1163,2.63,100,4
contig06217,1207,7.74,100,15
contig06218,1254,12.82,100,22
contig06219,1166,5.7,100,13
contig06220,1181,9.11,100,22
contig06221,1165,4.97,100,10
contig06222,1482,67.18,100,190
contig06223,1253,14.26,100,36
contig06224,1417,53.85,100,100
contig06225,1204,12.73,100,22
contig06226,1143,2.93,100,5
contig06227,1214,13.27,100,26
contig06228,1254,16.31,100,30
contig06229,1254,12.34,100,25
contig06230,1139,3.2,100,6
contig06231,1169,6.55,100,12
contig06232,1228,13.11,100,39
contig06233,1244,13.24,100,26
contig06234,1160,4.07,100,7
contig06235,1174,6.7,100,138
contig06236,1158,3.56,100,6
contig06237,1371,41.99,100,74
contig06238,1206,9.5,100,16
contig06239,1207,9.59,100,24
contig06240,1179,3.68,100,6
contig06241,1154,3.07,100,5
contig06242,1209,9.72,100,16
contig06243,1169,7.89,100,15
contig06244,1162,4.12,100,6
contig06245,1200,9.88,100,15
contig06246,1322,27.82,100,48
contig06247,1188,8.78,100,17
contig06248,1150,6.63,100,16
contig06249,1163,4.91,100,8
contig06250,1221,15.93,100,32
contig06251,1156,3.45,100,7
contig06252,1157,6.41,100,13
contig06253,1143,3.53,100,8
contig06254,1150,6.94,100,10
contig06255,1164,6.71,100,11
contig06256,1204,8.71,100,16
contig06257,1169,6.65,100,15
contig06258,1188,11.44,100,26
contig06259,1143,5.07,100,9
contig06260,1164,4.32,100,8
contig06261,1146,3.75,100,6
contig06262,1186,6.32,100,10
contig06263,1170,4.61,100,10
contig06264,1204,11.09,100,19
contig06265,1172,6.17,100,12
contig06266,1168,5.69,100,11
contig06267,1271,17.71,100,28
contig06268,1154,5.75,100,10
contig06269,1283,14.72,100,28
contig06270,1177,4.54,100,7
contig06271,1298,19.3,100,44
contig06272,1274,19,100,32
contig06273,1174,8.44,100,14
contig06274,1220,12.69,100,31
contig06275,1285,29.39,100,59
contig06276,1182,7.32,100,11
contig06277,1436,52.17,100,87
contig06278,1181,7.21,100,11
contig06279,1154,4.25,100,7
contig06280,1183,8.91,100,16
contig06281,1152,4.98,100,11
contig06282,1140,4.33,100,7
contig06283,1455,86.54,100,188
contig06284,1178,5.65,100,12
contig06285,1500,130.08,100,372
contig06286,1143,5.21,100,11
contig06287,1185,8.23,100,14
contig06288,1216,8.11,100,17
contig06289,1218,12.4,100,27
contig06290,1285,24.99,100,41
contig06291,1214,13.11,100,32
contig06292,1259,24.64,100,62
contig06293,1200,8.83,100,13
contig06294,1154,4.03,100,6
contig06295,1176,9.09,100,18
contig06296,1157,4.63,100,10
contig06297,1144,5.22,100,9
contig06298,1454,77.13,100,185
contig06299,1171,17.25,100,36
contig06300,1166,8.18,100,16
contig06301,1244,19.93,100,46
contig06302,1307,30.04,100,71
contig06303,1209,10.45,100,17
contig06304,1292,27.98,100,60
contig06305,1255,14.78,100,35
contig06306,1149,4.87,100,9
contig06307,1138,2.7,100,4
contig06308,1158,5.94,100,15
contig06309,1155,6.22,100,10
contig06310,1168,5.77,100,14
contig06311,1193,7.86,100,17
contig06312,1144,3.77,100,7
contig06313,1146,3.51,100,5
contig06314,1208,9.64,100,15
contig06315,1222,12.66,100,23
contig06316,1259,19.9,100,33
contig06317,1228,18.43,100,28
contig06318,1294,23.22,100,44
contig06319,1132,3.09,100,6
contig06320,1132,3.73,100,7
contig06321,1230,11.71,100,22
contig06322,1176,7.19,100,15
contig06323,1230,25.41,100,41
contig06324,1161,4.97,100,9
contig06325,1191,9.04,100,33
contig06326,1174,7.99,100,20
contig06327,1155,3.79,100,7
contig06328,1167,5.51,100,9
contig06329,1141,3.06,100,5
contig06330,1207,8.64,100,15
contig06331,1238,13.1,100,23
contig06332,1198,10.46,100,19
contig06333,1187,5.32,100,10
contig06334,1170,7.26,100,18
contig06335,1467,68.68,100,110
contig06336,1182,12.5,100,28
contig06337,1205,18.79,100,31
contig06338,1144,3.5,100,6
contig06339,1139,4.69,100,9
contig06340,1162,5.85,100,11
contig06341,1152,3.92,100,8
contig06342,1150,7.49,100,13
contig06343,1173,4.07,100,9
contig06344,1205,14.21,100,36
contig06345,1141,3.06,100,5
contig06346,1142,8.42,100,17
contig06347,1181,6.87,100,12
contig06348,1246,15.92,100,29
contig06349,1149,4.99,100,8
contig06350,1215,12.27,100,30
contig06351,1148,5.29,100,8
contig06352,1226,19.77,100,32
contig06353,1132,3.62,100,7
contig06354,1153,4.22,100,6
contig06355,1154,5.42,100,12
contig06356,1326,32.96,100,55
contig06357,1172,6.27,100,10
contig06358,1245,22.28,100,46
contig06359,1157,5.01,100,9
contig06360,1154,9.71,100,16
contig06361,1139,6.59,100,10
contig06362,1187,9.9,100,21
contig06363,1174,7.91,100,18
contig06364,1135,3.47,100,6
contig06365,1132,4.19,100,7
contig06366,1149,6.23,100,11
contig06367,1144,3.63,100,6
contig06368,1177,6.27,100,11
contig06369,1131,3.14,100,6
contig06370,1409,54.22,100,119
contig06371,1154,5.12,100,9
contig06372,1265,22.31,100,59
contig06373,1143,4.65,100,7
contig06374,1179,6.43,100,14
contig06375,1171,7.13,100,12
contig06376,1136,4.63,100,7
contig06377,1173,7.11,100,17
contig06378,1157,6.94,100,11
contig06379,1183,5.89,100,8
contig06380,1213,11,100,18
contig06381,1207,14.64,100,26
contig06382,1208,15.95,100,24
contig06383,1142,4.26,100,7
contig06384,1154,4.76,100,7
contig06385,1296,32.08,100,57
contig06386,1287,33.36,100,88
contig06387,1146,8.91,100,21
contig06388,1138,7.08,100,10
contig06389,1141,4.33,100,9
contig06390,1156,6.68,100,19
contig06391,1180,8.36,100,16
contig06392,1155,5.66,100,11
contig06393,1132,4.26,100,8
contig06394,1404,50.45,100,94
contig06395,1134,7.69,100,12
contig06396,1135,3.24,100,6
contig06397,1205,8.9,100,18
contig06398,1233,24.3,100,73
contig06399,1178,7.27,100,13
contig06400,1224,47.17,100,97
contig06401,1503,125.8,100,299
contig06402,1182,11.67,100,20
contig06403,1153,4.75,100,11
contig06404,1150,5.67,100,11
contig06405,1134,3.81,100,7
contig06406,1159,4.85,100,10
contig06407,1157,5.87,100,14
contig06408,1413,75.68,100,140
contig06409,1230,15.36,100,35
contig06410,1195,15.21,100,26
contig06411,1135,5.23,100,10
contig06412,1128,3.98,100,7
contig06413,1144,4.44,100,8
contig06414,1167,6.98,100,80
contig06415,1172,8.42,100,21
contig06416,1124,2.86,100,5
contig06417,1179,9.33,100,23
contig06418,1154,7.85,100,12
contig06419,1129,3.54,100,6
contig06420,1134,4.12,100,8
contig06421,1197,9.51,100,20
contig06422,1163,6.36,100,10
contig06423,1826,216.86,100,378
contig06424,1143,5.11,100,9
contig06425,1147,9.36,100,16
contig06426,1258,15.29,100,29
contig06427,1152,8.3,100,16
contig06428,1130,4.01,100,6
contig06429,1130,3.15,100,5
contig06430,1144,4.61,100,11
contig06431,1139,3.9,100,6
contig06432,1374,51.75,100,76
contig06433,1253,16.73,100,27
contig06434,1166,9.66,100,20
contig06435,1166,6.81,100,17
contig06436,1147,4.52,100,9
contig06437,1192,12.83,100,24
contig06438,1126,2.88,100,5
contig06439,1211,10.23,100,20
contig06440,1135,4.47,100,14
contig06441,1244,18.01,100,30
contig06442,1177,10.79,100,21
contig06443,1226,11.1,100,26
contig06444,1264,14.32,100,29
contig06445,1129,3.68,100,7
contig06446,1146,3.38,100,5
contig06447,1140,7.53,100,13
contig06448,1217,15,100,28
contig06449,1243,18.85,100,43
contig06450,1142,7.92,100,14
contig06451,1187,24.95,100,45
contig06452,1128,5.75,100,11
contig06453,1134,6.34,100,11
contig06454,1141,4.44,100,8
contig06455,1217,14.64,100,39
contig06456,1422,83.88,100,196
contig06457,1144,3.77,100,7
contig06458,1130,5.2,100,8
contig06459,1147,6.54,100,15
contig06460,1153,4.08,100,8
contig06461,1220,14.7,100,29
contig06462,1185,10.56,100,29
contig06463,1151,5.87,100,14
contig06464,1150,3.95,100,7
contig06465,1194,11.67,100,24
contig06466,1136,5.42,100,9
contig06467,1133,4.18,100,7
contig06468,1185,8.13,100,17
contig06469,1135,4.93,100,8
contig06470,1175,6.24,100,11
contig06471,1250,29.21,100,56
contig06472,1161,4.56,100,8
contig06473,1136,3.83,100,7
contig06474,1119,3.87,100,7
contig06475,1133,3.74,100,8
contig06476,1144,5.88,100,12
contig06477,1140,7.69,100,15
contig06478,1528,113.34,100,221
contig06479,1155,6.9,100,15
contig06480,1126,4.69,100,10
contig06481,1131,5.9,100,10
contig06482,1271,29.96,100,62
contig06483,1132,4.45,100,9
contig06484,1175,8.2,100,19
contig06485,1113,2.36,100,4
contig06486,1134,4.48,100,8
contig06487,1210,12.68,100,32
contig06488,1230,21.81,100,48
contig06489,1157,6.56,100,12
contig06490,1150,5.05,100,10
contig06491,1127,5.77,100,11
contig06492,1380,47.72,100,89
contig06493,1133,4.65,100,10
contig06494,1134,5.25,100,11
contig06495,1142,5.91,100,11
contig06496,1158,6.44,100,14
contig06497,1161,7.11,100,12
contig06498,1155,8.54,100,24
contig06499,1214,18.86,100,30
contig06500,1174,8.16,100,17
contig06501,1123,6.03,100,11
contig06502,1283,29.78,100,80
contig06503,1131,6.8,100,13
contig06504,1177,11.45,100,26
contig06505,1306,29.28,100,54
contig06506,1134,7.07,100,15
contig06507,1151,10.04,100,15
contig06508,1117,3.71,100,7
contig06509,1186,10.74,100,20
contig06510,1210,15.94,100,35
contig06511,1338,139.84,100,215
contig06512,1177,10.39,100,28
contig06513,1172,8.28,100,15
contig06514,1133,5.63,100,9
contig06515,1137,8.51,100,18
contig06516,1115,3.18,100,6
contig06517,1127,3.76,100,7
contig06518,1228,16.05,100,23
contig06519,1131,4.22,100,8
contig06520,1125,4.91,100,7
contig06521,1176,19.09,100,68
contig06522,1165,14.45,100,23
contig06523,1180,9.23,100,16
contig06524,1230,30.34,100,61
contig06525,1137,7.05,100,10
contig06526,1116,4.94,100,9
contig06527,1146,6.68,100,12
contig06528,1121,4.21,100,10
contig06529,1173,9.73,100,19
contig06530,1121,4.14,100,7
contig06531,1131,6.62,100,10
contig06532,1136,5.01,100,8
contig06533,1109,4.38,100,8
contig06534,1115,6.17,100,14
contig06535,1134,4.26,100,8
contig06536,1125,3.59,100,8
contig06537,1133,3.13,100,5
contig06538,1319,58.66,100,125
contig06539,1431,140.97,100,354
contig06540,1133,5.23,100,12
contig06541,1133,5.19,100,12
contig06542,1114,4.91,100,8
contig06543,1192,16.94,100,33
contig06544,1134,4.98,100,9
contig06545,1130,3.12,100,5
contig06546,1145,7.02,100,14
contig06547,1161,12.49,100,21
contig06548,1110,4.78,100,10
contig06549,1271,27.48,100,65
contig06550,1180,12.06,100,22
contig06551,1112,3.84,100,6
contig06552,1144,6.09,100,12
contig06553,1106,2.74,100,6
contig06554,1185,10.02,100,17
contig06555,1139,8.42,100,21
contig06556,1142,7.07,100,15
contig06557,1152,7.2,100,15
contig06558,1120,4.21,100,7
contig06559,1177,13.66,100,32
contig06560,1129,9.5,100,21
contig06561,1300,38.55,100,71
contig06562,1157,9.94,100,21
contig06563,1146,6.59,100,13
contig06564,1132,4.75,100,7
contig06565,1147,5,100,10
contig06566,1110,4.3,100,8
contig06567,1195,14.8,100,38
contig06568,1123,5.67,100,10
contig06569,1227,20.21,100,43
contig06570,1225,21.06,100,39
contig06571,1206,14.65,100,32
contig06572,1130,6.16,100,10
contig06573,1212,17.73,100,27
contig06574,1148,4.52,100,7
contig06575,1109,3.47,100,6
contig06576,1113,2.62,100,5
contig06577,1130,4.31,100,8
contig06578,1115,6.62,100,14
contig06579,1580,104.73,100,168
contig06580,1132,6.42,100,10
contig06581,1154,7.76,100,16
contig06582,1159,9.42,100,16
contig06583,1251,35.5,100,136
contig06584,1143,6.62,100,13
contig06585,1113,4.2,100,6
contig06586,1119,4.03,100,9
contig06587,1138,7.45,100,13
contig06588,1549,127.33,100,264
contig06589,1115,3.79,100,7
contig06590,1140,6.45,100,10
contig06591,1128,5.43,100,10
contig06592,1173,14.07,100,25
contig06593,1137,13.45,100,29
contig06594,1185,16.44,100,38
contig06595,1133,5.75,100,11
contig06596,1107,4.73,100,10
contig06597,1108,2.44,100,4
contig06598,1134,5.68,100,9
contig06599,1209,15.36,100,30
contig06600,1327,44.31,100,135
contig06601,1224,16.4,100,38
contig06602,1115,3.89,100,7
contig06603,1145,5.48,100,10
contig06604,1114,6.82,100,14
contig06605,1151,5.52,100,11
contig06606,1132,7.19,100,12
contig06607,1120,5.03,100,12
contig06608,1131,4.24,100,6
contig06609,1113,4.54,100,9
contig06610,1108,3.41,100,5
contig06611,1198,12.99,100,22
contig06612,1400,56.35,100,75
contig06613,1126,5.2,100,10
contig06614,1188,18.9,100,36
contig06615,1137,5.67,100,13
contig06616,1108,3.78,100,6
contig06617,1112,4.05,100,5
contig06618,1244,33.24,100,56
contig06619,1109,4.79,100,7
contig06620,1141,4.33,100,8
contig06621,1170,30.45,100,50
contig06622,1221,29.73,100,69
contig06623,1225,15.91,100,27
contig06624,1137,4.31,100,9
contig06625,1144,6.48,100,15
contig06626,1145,7.52,100,12
contig06627,1129,4.68,100,8
contig06628,1193,11.09,100,22
contig06629,1142,8.07,100,19
contig06630,1167,7.94,100,16
contig06631,1138,9.93,100,20
contig06632,1213,27.45,100,84
contig06633,1122,9.01,100,14
contig06634,1123,3.49,100,6
contig06635,1115,5.94,100,10
contig06636,1121,5.42,100,10
contig06637,1148,8.77,100,18
contig06638,1195,17.63,100,44
contig06639,1167,11.67,100,24
contig06640,1166,12.83,100,23
contig06641,1135,7.5,100,14
contig06642,1128,5.77,100,8
contig06643,1116,5.02,100,12
contig06644,1118,3.91,100,7
contig06645,1103,2.67,100,4
contig06646,1163,9.62,100,18
contig06647,1123,3.69,100,6
contig06648,1154,7.93,100,15
contig06649,1111,6.69,100,13
contig06650,1122,3.9,100,7
contig06651,1308,38.74,100,68
contig06652,1115,3.8,100,6
contig06653,1211,29.03,100,79
contig06654,1152,6.62,100,10
contig06655,1144,7.06,100,14
contig06656,1143,8.29,100,20
contig06657,1119,3.9,100,7
contig06658,1135,7.32,100,14
contig06659,1173,9.68,100,21
contig06660,1259,19.46,100,38
contig06661,1120,3.35,100,6
contig06662,1123,4.14,100,8
contig06663,1456,72.26,100,106
contig06664,1122,4.1,100,7
contig06665,1174,24.86,100,41
contig06666,1158,9.52,100,18
contig06667,1099,2.65,100,5
contig06668,1170,13.67,100,31
contig06669,1108,3.99,100,9
contig06670,1187,14.59,100,35
contig06671,1144,6.38,100,13
contig06672,1211,6.92,100,12
contig06673,1146,11.26,100,34
contig06674,1118,7.56,100,12
contig06675,1120,4.23,100,13
contig06676,1115,4.14,100,7
contig06677,1111,3.38,100,5
contig06678,1183,11.86,100,26
contig06679,1103,4.63,100,8
contig06680,1259,26.65,100,44
contig06681,1121,5.21,100,13
contig06682,1467,70.36,100,120
contig06683,1108,3.69,100,6
contig06684,1104,4.46,100,9
contig06685,1165,8.4,100,19
contig06686,1103,3.5,100,5
contig06687,1102,2.49,100,5
contig06688,1154,10.02,100,25
contig06689,1110,5.65,100,13
contig06690,1165,10.95,100,21
contig06691,1147,8.68,100,14
contig06692,1215,18.9,100,34
contig06693,1128,7.03,100,14
contig06694,1120,5.02,100,10
contig06695,1145,5.29,100,9
contig06696,1187,15.88,100,28
contig06697,1174,7.71,100,13
contig06698,1132,6.28,100,16
contig06699,1156,20.69,100,51
contig06700,1106,3.64,100,8
contig06701,1099,2.99,100,5
contig06702,1134,6.66,100,16
contig06703,1112,2.85,100,4
contig06704,1179,14.84,100,38
contig06705,1098,3.06,100,6
contig06706,1106,5.55,100,10
contig06707,1112,4.52,100,9
contig06708,1139,9.47,100,14
contig06709,1286,43.4,100,119
contig06710,1158,21.39,100,40
contig06711,1143,7.62,100,13
contig06712,1219,24.2,100,54
contig06713,1141,8.18,100,33
contig06714,1115,5.09,100,8
contig06715,1126,6.22,100,11
contig06716,1111,5.67,100,10
contig06717,1165,12.92,100,21
contig06718,1144,10.22,100,22
contig06719,1145,6.66,100,13
contig06720,1124,6.48,100,12
contig06721,1249,26.8,100,72
contig06722,1135,4.51,100,7
contig06723,1219,37.99,100,106
contig06724,1180,19.23,100,39
contig06725,1108,4.04,100,6
contig06726,1145,10.31,100,16
contig06727,1299,53.25,100,100
contig06728,1133,7.74,100,16
contig06729,1180,18.56,100,45
contig06730,1130,8.47,100,13
contig06731,1118,4.65,100,9
contig06732,1132,4.2,100,8
contig06733,1149,12.27,100,20
contig06734,1145,21.82,100,39
contig06735,1094,5.43,100,9
contig06736,1088,2.6,100,4
contig06737,1096,6.89,100,11
contig06738,1321,47.02,100,67
contig06739,1216,23.24,100,44
contig06740,1188,22.91,100,84
contig06741,1220,15.71,100,40
contig06742,1095,4.49,100,9
contig06743,1102,4.17,100,8
contig06744,1142,8.27,100,21
contig06745,1144,12.43,100,19
contig06746,1120,8.84,100,15
contig06747,1166,14,100,29
contig06748,1096,3.62,100,7
contig06749,1121,8.07,100,17
contig06750,1097,5.45,100,10
contig06751,1088,3.29,100,5
contig06752,1182,16.04,100,25
contig06753,1368,86.37,100,117
contig06754,1135,7.99,100,19
contig06755,1199,14.01,100,32
contig06756,1124,6.94,100,11
contig06757,1093,2.99,100,5
contig06758,1104,3.08,100,5
contig06759,1120,4.55,100,9
contig06760,1096,6.1,100,11
contig06761,1111,4.6,100,8
contig06762,1130,11.44,100,24
contig06763,1100,3.65,100,6
contig06764,1105,4.71,100,9
contig06765,1128,18.21,100,29
contig06766,1103,3.71,100,6
contig06767,1119,3.98,100,8
contig06768,1090,4,100,6
contig06769,1140,7.42,100,16
contig06770,1161,11.12,100,22
contig06771,1123,7.15,100,15
contig06772,1099,3.85,100,7
contig06773,1101,4.22,100,9
contig06774,1140,7.43,100,14
contig06775,1144,7.41,100,14
contig06776,1094,5.63,100,9
contig06777,1127,7.84,100,16
contig06778,1118,6.24,100,13
contig06779,1120,9.12,100,13
contig06780,1206,17.93,100,34
contig06781,1151,10.05,100,21
contig06782,1129,5.94,100,11
contig06783,1124,9.27,100,19
contig06784,1124,6.18,100,14
contig06785,1198,34.19,100,124
contig06786,1101,5.43,100,9
contig06787,1095,3.02,100,5
contig06788,1091,4.69,100,7
contig06789,1150,9.24,100,16
contig06790,1130,17.06,100,26
contig06791,1100,8.13,100,15
contig06792,1119,7.22,100,11
contig06793,1166,14.61,100,27
contig06794,1099,3.39,100,6
contig06795,1177,20.08,100,39
contig06796,1087,3.32,100,6
contig06797,1104,4.36,100,7
contig06798,1159,18.35,100,41
contig06799,1089,5.36,100,8
contig06800,1151,10.66,100,27
contig06801,1097,3.64,100,6
contig06802,1092,4.52,100,9
contig06803,1088,2.69,100,4
contig06804,1099,3.16,100,6
contig06805,1095,3.06,100,5
contig06806,1186,12.28,100,42
contig06807,1187,13.77,100,28
contig06808,1156,13.66,100,23
contig06809,1117,5.09,100,10
contig06810,1166,12.1,100,25
contig06811,1186,18.23,100,53
contig06812,1332,41.79,100,77
contig06813,1272,39.27,100,85
contig06814,1411,163.97,100,454
contig06815,1134,18.53,100,42
contig06816,1118,3.2,100,5
contig06817,1104,7.99,100,16
contig06818,1141,9.61,100,18
contig06819,1104,8.09,100,15
contig06820,1096,9.87,100,17
contig06821,1104,12.24,100,28
